Chromosome	Midpoint	GenesPerMb	DNATEsPerMb	RNATEsPerMb
4	105000001.0	8.0	25.0	70.0
4	105500001.0	7.0	25.0	67.0
4	106000001.0	2.0	22.0	70.0
4	106500001.0	1.0	21.0	75.0
4	107000001.0	1.0	21.0	67.0
4	107500001.0	3.0	13.0	53.0
4	108000001.0	4.0	17.0	57.0
4	108500001.0	1.0	21.0	75.0
4	109000001.0	4.0	14.0	75.0
4	109500001.0	4.0	12.0	59.0
4	110000001.0	0.0	10.0	61.0
4	110500001.0	1.0	15.0	73.0
4	111000001.0	1.0	25.0	73.0
4	111500001.0	0.0	22.0	71.0
4	112000001.0	2.0	18.0	73.0
4	112500001.0	5.0	25.0	68.0
4	113000001.0	3.0	29.0	61.0
4	113500001.0	2.0	24.0	69.0
4	114000001.0	4.0	20.0	73.0
4	114500001.0	5.0	24.0	67.0
4	115000001.0	12.0	22.0	58.0
4	115500001.0	9.0	16.0	61.0
4	116000001.0	3.0	15.0	68.0
4	116500001.0	9.0	18.0	65.0
4	117000001.0	7.0	23.0	64.0
4	117500001.0	5.0	24.0	58.0
4	118000001.0	5.0	27.0	57.0
4	118500001.0	7.0	26.0	61.0
4	119000001.0	7.0	18.0	63.0
4	119500001.0	2.0	18.0	68.0
4	120000001.0	3.0	26.0	66.0
4	120500001.0	6.0	25.0	68.0
4	121000001.0	8.0	20.0	68.0
4	121500001.0	8.0	22.0	68.0
4	122000001.0	8.0	28.0	67.0
4	122500001.0	7.0	26.0	62.0
4	123000001.0	7.0	22.0	63.0
4	123500001.0	11.0	28.0	65.0
4	124000001.0	13.0	29.0	66.0
4	124500001.0	12.0	27.0	67.0
4	125000001.0	13.0	32.0	64.0
4	125500001.0	10.0	35.0	61.0
4	126000001.0	6.0	27.0	65.0
4	126500001.0	10.0	25.0	66.0
4	127000001.0	13.0	28.0	61.0
4	127500001.0	14.0	21.0	59.0
4	128000001.0	19.0	22.0	62.0
4	128500001.0	16.0	24.0	64.0
4	129000001.0	9.0	30.0	70.0
4	129500001.0	7.0	32.0	75.0
4	130000001.0	6.0	19.0	71.0
4	130500001.0	8.0	20.0	70.0
4	131000001.0	7.0	27.0	73.0
4	131500001.0	8.0	24.0	71.0
4	132000001.0	9.0	30.0	65.0
4	132500001.0	12.0	34.0	61.0
4	133000001.0	17.0	25.0	59.0
4	133500001.0	13.0	26.0	62.0
4	134000001.0	12.0	29.0	62.0
4	134500001.0	13.0	33.0	62.0
4	135000001.0	9.0	28.0	71.0
4	135500001.0	10.0	23.0	70.0
4	136000001.0	14.0	31.0	64.0
4	136500001.0	10.0	30.0	67.0
4	137000001.0	13.0	24.0	65.0
4	137500001.0	15.0	21.0	61.0
4	138000001.0	10.0	26.0	55.0
4	138500001.0	10.0	24.0	61.0
4	139000001.0	10.0	21.0	73.0
4	139500001.0	7.0	24.0	71.0
4	140000001.0	8.0	22.0	64.0
4	140500001.0	10.0	21.0	63.0
4	141000001.0	10.0	27.0	64.0
4	141500001.0	14.0	29.0	64.0
4	142000001.0	10.0	25.0	72.0
4	142500001.0	6.0	23.0	75.0
4	143000001.0	7.0	21.0	69.0
4	143500001.0	8.0	23.0	71.0
4	144000001.0	11.0	35.0	72.0
4	144500001.0	12.0	38.0	69.0
4	145000001.0	10.0	28.0	70.0
4	145500001.0	13.0	26.0	62.0
4	146000001.0	13.0	24.0	63.0
4	146500001.0	12.0	19.0	67.0
4	147000001.0	16.0	22.0	63.0
4	147500001.0	15.0	34.0	66.0
4	148000001.0	11.0	33.0	69.0
4	148500001.0	14.0	29.0	66.0
4	149000001.0	18.0	33.0	63.0
4	149500001.0	13.0	36.0	68.0
4	150000001.0	12.0	29.0	67.0
4	150500001.0	14.0	23.0	62.0
4	151000001.0	17.0	25.0	63.0
4	151500001.0	17.0	34.0	64.0
4	152000001.0	13.0	41.0	64.0
4	152500001.0	15.0	30.0	62.0
4	153000001.0	13.0	24.0	69.0
4	153500001.0	6.0	25.0	74.0
4	154000001.0	7.0	33.0	74.0
4	154500001.0	10.0	36.0	74.0
4	155000001.0	18.0	30.0	69.0
4	155500001.0	24.0	40.0	64.0
4	156000001.0	23.0	48.0	64.0
4	156500001.0	22.0	35.0	64.0
4	157000001.0	26.0	32.0	59.0
4	157500001.0	24.0	34.0	62.0
4	158000001.0	19.0	26.0	71.0
4	158500001.0	18.0	32.0	70.0
4	159000001.0	20.0	43.0	65.0
4	159500001.0	26.0	44.0	62.0
4	160000001.0	33.0	47.0	65.0
4	160500001.0	29.0	38.0	65.0
4	161000001.0	22.0	33.0	59.0
4	161500001.0	24.0	40.0	60.0
4	162000001.0	19.0	38.0	61.0
4	162500001.0	22.0	35.0	59.0
4	163000001.0	24.0	38.0	56.0
4	163500001.0	16.0	34.0	56.0
4	164000001.0	20.0	29.0	60.0
4	164500001.0	27.0	37.0	62.0
4	165000001.0	25.0	36.0	68.0
4	165500001.0	30.0	33.0	62.0
4	166000001.0	30.0	29.0	55.0
4	166500001.0	27.0	34.0	61.0
4	167000001.0	28.0	32.0	58.0
4	167500001.0	19.0	28.0	61.0
4	168000001.0	19.0	25.0	61.0
4	168500001.0	38.0	30.0	59.0
4	169000001.0	33.0	41.0	66.0
4	169500001.0	24.0	28.0	64.0
4	170000001.0	31.0	30.0	60.0
4	170500001.0	17.0	30.0	70.0
4	171000001.0	8.0	29.0	75.0
4	171500001.0	16.0	40.0	67.0
4	172000001.0	22.0	36.0	64.0
4	172500001.0	27.0	33.0	64.0
4	173000001.0	24.0	38.0	68.0
4	173500001.0	25.0	35.0	71.0
4	174000001.0	24.0	29.0	72.0
4	174500001.0	32.0	35.0	68.0
4	175000001.0	40.0	29.0	58.0
4	175500001.0	31.0	26.0	55.0
4	176000001.0	33.0	33.0	59.0
4	176500001.0	37.0	36.0	62.0
4	177000001.0	30.0	35.0	63.0
4	177500001.0	22.0	34.0	66.0
4	178000001.0	21.0	31.0	58.0
4	178500001.0	22.0	34.0	57.0
4	179000001.0	23.0	36.0	66.0
4	179500001.0	20.0	25.0	71.0
4	180000001.0	27.0	27.0	68.0
4	180500001.0	26.0	30.0	61.0
4	181000001.0	19.0	29.0	65.0
4	181500001.0	27.0	25.0	65.0
4	182000001.0	17.0	20.0	80.0
4	182500001.0	13.0	27.0	83.0
4	183000001.0	28.0	36.0	63.0
4	183500001.0	27.0	33.0	67.0
4	184000001.0	23.0	36.0	68.0
4	184500001.0	23.0	38.0	61.0
4	185000001.0	22.0	35.0	68.0
4	185500001.0	21.0	31.0	69.0
4	186000001.0	22.0	25.0	68.0
4	186500001.0	23.0	24.0	71.0
4	187000001.0	30.0	30.0	67.0
4	187500001.0	30.0	35.0	67.0
4	188000001.0	29.0	37.0	68.0
4	188500001.0	34.0	38.0	62.0
4	189000001.0	36.0	39.0	56.0
4	189500001.0	35.0	33.0	64.0
4	190000001.0	35.0	27.0	67.0
4	190500001.0	35.0	36.0	62.0
4	191000001.0	27.0	41.0	68.0
4	191500001.0	28.0	40.0	63.0
4	192000001.0	25.0	33.0	57.0
4	192500001.0	27.0	31.0	55.0
4	193000001.0	35.0	43.0	57.0
4	193500001.0	25.0	39.0	64.0
4	194000001.0	18.0	25.0	66.0
4	194500001.0	18.0	25.0	67.0
4	195000001.0	25.0	33.0	64.0
4	195500001.0	25.0	35.0	62.0
4	196000001.0	20.0	31.0	58.0
4	196500001.0	18.0	27.0	53.0
4	197000001.0	21.0	30.0	50.0
4	197500001.0	22.0	41.0	58.0
4	198000001.0	18.0	33.0	76.0
4	198500001.0	20.0	25.0	72.0
4	199000001.0	26.0	28.0	58.0
4	199500001.0	33.0	32.0	59.0
4	200000001.0	26.0	34.0	58.0
4	200500001.0	19.0	31.0	55.0
4	201000001.0	23.0	33.0	62.0
4	201500001.0	27.0	39.0	67.0
4	202000001.0	40.0	46.0	61.0
4	202500001.0	41.0	45.0	56.0
4	203000001.0	32.0	36.0	64.0
4	203500001.0	24.0	33.0	70.0
4	204000001.0	19.0	32.0	63.0
4	204500001.0	19.0	30.0	55.0
4	205000001.0	20.0	35.0	58.0
4	205500001.0	26.0	38.0	62.0
4	206000001.0	26.0	33.0	58.0
4	206500001.0	22.0	32.0	57.0
4	207000001.0	14.0	33.0	60.0
4	207500001.0	18.0	35.0	60.0
4	208000001.0	17.0	30.0	60.0
4	208500001.0	13.0	21.0	68.0
4	209000001.0	14.0	24.0	64.0
4	209500001.0	11.0	21.0	53.0
4	210000001.0	13.0	22.0	56.0
4	210500001.0	14.0	21.0	60.0
4	211000001.0	11.0	17.0	56.0
4	211500001.0	11.0	20.0	55.0
4	212000001.0	12.0	24.0	59.0
4	212500001.0	13.0	30.0	59.0
4	213000001.0	15.0	30.0	56.0
4	213500001.0	16.0	31.0	59.0
4	214000001.0	18.0	32.0	57.0
4	214500001.0	16.0	23.0	66.0
4	215000001.0	12.0	24.0	62.0
4	215500001.0	10.0	26.0	53.0
4	216000001.0	10.0	25.0	58.0
4	216500001.0	10.0	32.0	61.0
4	217000001.0	9.0	25.0	68.0
4	217500001.0	11.0	20.0	61.0
4	218000001.0	14.0	27.0	56.0
4	218500001.0	16.0	26.0	55.0
4	219000001.0	18.0	26.0	59.0
4	219500001.0	14.0	30.0	63.0
4	220000001.0	11.0	34.0	59.0
4	220500001.0	20.0	35.0	54.0
4	221000001.0	17.0	26.0	55.0
4	221500001.0	12.0	26.0	63.0
4	222000001.0	13.0	30.0	58.0
4	222500001.0	13.0	32.0	49.0
4	223000001.0	16.0	32.0	57.0
4	223500001.0	19.0	35.0	61.0
4	224000001.0	18.0	37.0	57.0
4	224500001.0	13.0	32.0	58.0
4	225000001.0	14.0	24.0	58.0
4	225500001.0	17.0	21.0	56.0
4	226000001.0	16.0	23.0	55.0
4	226500001.0	16.0	24.0	59.0
4	227000001.0	20.0	31.0	64.0
4	227500001.0	22.0	31.0	61.0
4	228000001.0	19.0	26.0	58.0
4	228500001.0	16.0	25.0	58.0
4	229000001.0	15.0	22.0	51.0
4	229500001.0	7.0	10.0	39.0
4	230000001.0	4.0	8.0	52.0
4	230500001.0	17.0	23.0	66.0
4	231000001.0	22.0	29.0	59.0
4	231500001.0	15.0	27.0	60.0
4	232000001.0	10.0	28.0	73.0
4	232500001.0	12.0	31.0	72.0
4	233000001.0	22.0	38.0	70.0
4	233500001.0	28.0	44.0	64.0
4	234000001.0	21.0	33.0	57.0
4	234500001.0	14.0	27.0	63.0
4	235000001.0	17.0	31.0	66.0
4	235500001.0	20.0	27.0	59.0
4	236000001.0	21.0	27.0	56.0
4	236500001.0	17.0	30.0	67.0
4	237000001.0	14.0	27.0	72.0
4	237500001.0	13.0	17.0	64.0
4	238000001.0	28.0	20.0	59.0
4	238500001.0	35.0	28.0	61.0
4	239000001.0	21.0	30.0	60.0
4	239500001.0	37.0	40.0	55.0
4	240000001.0	50.0	42.0	48.0
4	240500001.0	46.0	36.0	51.0
4	241000001.0	43.0	28.0	61.0
4	241500001.0	35.0	25.0	61.0
4	242000001.0	39.0	34.0	57.0
4	242500001.0	47.0	32.0	53.0
4	243000001.0	43.0	31.0	56.0
4	243500001.0	48.0	40.0	57.0
4	244000001.0	49.0	41.0	58.0
4	244500001.0	48.0	36.0	56.0
4	245000001.0	52.0	31.0	55.0
4	245500001.0	53.0	39.0	64.0
4	246000001.0	49.0	32.0	56.0
4	246497303.0	27.1464824191	20.1085054957	62.3363670365
5	500001.0	45.0	23.0	60.0
5	1000001.0	65.0	31.0	56.0
5	1500001.0	75.0	37.0	51.0
5	2000001.0	82.0	31.0	43.0
5	2500001.0	70.0	34.0	44.0
5	3000001.0	57.0	28.0	48.0
5	3500001.0	50.0	28.0	56.0
5	4000001.0	45.0	31.0	54.0
5	4500001.0	52.0	36.0	45.0
5	5000001.0	57.0	43.0	48.0
5	5500001.0	47.0	37.0	58.0
5	6000001.0	43.0	37.0	64.0
5	6500001.0	58.0	38.0	57.0
5	7000001.0	56.0	38.0	50.0
5	7500001.0	45.0	40.0	50.0
5	8000001.0	42.0	41.0	59.0
5	8500001.0	43.0	43.0	62.0
5	9000001.0	30.0	43.0	63.0
5	9500001.0	21.0	41.0	67.0
5	10000001.0	41.0	43.0	56.0
5	10500001.0	36.0	42.0	58.0
5	11000001.0	29.0	38.0	64.0
5	11500001.0	30.0	35.0	63.0
5	12000001.0	31.0	35.0	61.0
5	12500001.0	49.0	36.0	55.0
5	13000001.0	39.0	34.0	70.0
5	13500001.0	32.0	33.0	70.0
5	14000001.0	46.0	35.0	57.0
5	14500001.0	35.0	34.0	55.0
5	15000001.0	33.0	36.0	55.0
5	15500001.0	42.0	35.0	59.0
5	16000001.0	38.0	29.0	64.0
5	16500001.0	30.0	28.0	67.0
5	17000001.0	23.0	29.0	65.0
5	17500001.0	19.0	36.0	68.0
5	18000001.0	24.0	39.0	63.0
5	18500001.0	32.0	35.0	65.0
5	19000001.0	30.0	35.0	70.0
5	19500001.0	34.0	34.0	59.0
5	20000001.0	35.0	27.0	59.0
5	20500001.0	20.0	19.0	67.0
5	21000001.0	24.0	26.0	60.0
5	21500001.0	27.0	30.0	57.0
5	22000001.0	17.0	28.0	64.0
5	22500001.0	18.0	35.0	63.0
5	23000001.0	20.0	33.0	66.0
5	23500001.0	22.0	30.0	69.0
5	24000001.0	29.0	38.0	65.0
5	24500001.0	28.0	35.0	65.0
5	25000001.0	18.0	22.0	65.0
5	25500001.0	16.0	26.0	61.0
5	26000001.0	21.0	33.0	62.0
5	26500001.0	21.0	33.0	66.0
5	27000001.0	17.0	38.0	68.0
5	27500001.0	18.0	35.0	62.0
5	28000001.0	17.0	44.0	60.0
5	28500001.0	15.0	55.0	66.0
5	29000001.0	14.0	42.0	69.0
5	29500001.0	11.0	27.0	67.0
5	30000001.0	10.0	29.0	68.0
5	30500001.0	15.0	32.0	69.0
5	31000001.0	17.0	24.0	62.0
5	31500001.0	23.0	19.0	62.0
5	32000001.0	23.0	23.0	67.0
5	32500001.0	21.0	34.0	63.0
5	33000001.0	25.0	43.0	62.0
5	33500001.0	19.0	45.0	66.0
5	34000001.0	25.0	37.0	59.0
5	34500001.0	33.0	34.0	58.0
5	35000001.0	25.0	37.0	69.0
5	35500001.0	17.0	38.0	65.0
5	36000001.0	13.0	37.0	65.0
5	36500001.0	17.0	35.0	71.0
5	37000001.0	15.0	32.0	65.0
5	37500001.0	11.0	25.0	59.0
5	38000001.0	18.0	23.0	56.0
5	38500001.0	19.0	24.0	63.0
5	39000001.0	14.0	23.0	69.0
5	39500001.0	10.0	24.0	66.0
5	40000001.0	13.0	33.0	63.0
5	40500001.0	18.0	31.0	64.0
5	41000001.0	22.0	37.0	57.0
5	41500001.0	15.0	37.0	63.0
5	42000001.0	14.0	21.0	69.0
5	42500001.0	17.0	22.0	62.0
5	43000001.0	12.0	31.0	58.0
5	43500001.0	15.0	33.0	63.0
5	44000001.0	22.0	26.0	65.0
5	44500001.0	16.0	32.0	60.0
5	45000001.0	10.0	31.0	67.0
5	45500001.0	11.0	24.0	73.0
5	46000001.0	9.0	32.0	73.0
5	46500001.0	11.0	31.0	70.0
5	47000001.0	11.0	28.0	70.0
5	47500001.0	8.0	31.0	60.0
5	48000001.0	11.0	26.0	54.0
5	48500001.0	9.0	23.0	78.0
5	49000001.0	8.0	24.0	81.0
5	49500001.0	20.0	26.0	62.0
5	50000001.0	25.0	30.0	62.0
5	50500001.0	18.0	28.0	61.0
5	51000001.0	19.0	36.0	64.0
5	51500001.0	20.0	32.0	71.0
5	52000001.0	12.0	26.0	69.0
5	52500001.0	14.0	31.0	63.0
5	53000001.0	16.0	23.0	52.0
5	53500001.0	14.0	23.0	49.0
5	54000001.0	18.0	28.0	57.0
5	54500001.0	23.0	28.0	66.0
5	55000001.0	18.0	28.0	74.0
5	55500001.0	13.0	32.0	79.0
5	56000001.0	13.0	27.0	72.0
5	56500001.0	13.0	28.0	59.0
5	57000001.0	18.0	31.0	66.0
5	57500001.0	20.0	27.0	73.0
5	58000001.0	16.0	25.0	69.0
5	58500001.0	17.0	27.0	70.0
5	59000001.0	16.0	30.0	73.0
5	59500001.0	17.0	36.0	70.0
5	60000001.0	22.0	37.0	65.0
5	60500001.0	22.0	32.0	67.0
5	61000001.0	29.0	35.0	64.0
5	61500001.0	27.0	31.0	63.0
5	62000001.0	14.0	31.0	68.0
5	62500001.0	18.0	28.0	67.0
5	63000001.0	24.0	31.0	67.0
5	63500001.0	21.0	31.0	74.0
5	64000001.0	15.0	18.0	72.0
5	64500001.0	19.0	22.0	64.0
5	65000001.0	23.0	27.0	61.0
5	65500001.0	13.0	26.0	62.0
5	66000001.0	12.0	22.0	67.0
5	66500001.0	20.0	24.0	71.0
5	67000001.0	28.0	25.0	75.0
5	67500001.0	24.0	26.0	73.0
5	68000001.0	16.0	26.0	66.0
5	68500001.0	16.0	19.0	62.0
5	69000001.0	16.0	23.0	70.0
5	69500001.0	16.0	25.0	82.0
5	70000001.0	18.0	23.0	77.0
5	70500001.0	20.0	31.0	70.0
5	71000001.0	23.0	29.0	75.0
5	71500001.0	19.0	28.0	80.0
5	72000001.0	17.0	29.0	73.0
5	72500001.0	30.0	27.0	65.0
5	73000001.0	32.0	38.0	69.0
5	73500001.0	24.0	40.0	66.0
5	74000001.0	21.0	31.0	69.0
5	74500001.0	15.0	21.0	77.0
5	75000001.0	20.0	24.0	67.0
5	75500001.0	17.0	25.0	63.0
5	76000001.0	9.0	22.0	71.0
5	76500001.0	28.0	33.0	70.0
5	77000001.0	26.0	36.0	56.0
5	77500001.0	7.0	24.0	60.0
5	78000001.0	14.0	21.0	70.0
5	78500001.0	30.0	34.0	62.0
5	79000001.0	25.0	28.0	65.0
5	79500001.0	16.0	20.0	68.0
5	80000001.0	21.0	24.0	67.0
5	80500001.0	16.0	30.0	68.0
5	81000001.0	16.0	34.0	67.0
5	81500001.0	18.0	31.0	70.0
5	82000001.0	15.0	29.0	73.0
5	82500001.0	23.0	31.0	71.0
5	83000001.0	21.0	37.0	64.0
5	83500001.0	10.0	27.0	72.0
5	84000001.0	12.0	23.0	74.0
5	84500001.0	21.0	32.0	75.0
5	85000001.0	19.0	31.0	69.0
5	85500001.0	14.0	28.0	61.0
5	86000001.0	18.0	28.0	69.0
5	86500001.0	13.0	30.0	72.0
5	87000001.0	10.0	25.0	64.0
5	87500001.0	16.0	24.0	55.0
5	88000001.0	19.0	31.0	61.0
5	88500001.0	14.0	28.0	66.0
5	89000001.0	13.0	19.0	67.0
5	89500001.0	20.0	21.0	73.0
5	90000001.0	18.0	24.0	71.0
5	90500001.0	12.0	26.0	63.0
5	91000001.0	13.0	32.0	62.0
5	91500001.0	17.0	30.0	65.0
5	92000001.0	12.0	29.0	70.0
5	92500001.0	8.0	30.0	68.0
5	93000001.0	9.0	31.0	71.0
5	93500001.0	11.0	25.0	68.0
5	94000001.0	11.0	27.0	63.0
5	94500001.0	8.0	29.0	66.0
5	95000001.0	6.0	27.0	67.0
5	95500001.0	8.0	30.0	72.0
5	96000001.0	13.0	35.0	75.0
5	96500001.0	14.0	36.0	77.0
5	97000001.0	14.0	22.0	77.0
5	97500001.0	9.0	15.0	68.0
5	98000001.0	6.0	23.0	64.0
5	98500001.0	11.0	28.0	69.0
5	99000001.0	10.0	26.0	69.0
5	99500001.0	8.0	21.0	73.0
5	100000001.0	15.0	19.0	77.0
5	100500001.0	17.0	27.0	73.0
5	101000001.0	12.0	29.0	62.0
5	101500001.0	9.0	26.0	61.0
5	102000001.0	11.0	20.0	63.0
5	102500001.0	11.0	19.0	65.0
5	103000001.0	10.0	26.0	72.0
5	103500001.0	9.0	29.0	73.0
5	104000001.0	6.0	20.0	72.0
5	104500001.0	5.0	20.0	75.0
5	105000001.0	11.0	25.0	64.0
5	105500001.0	10.0	19.0	66.0
5	106000001.0	0.0	17.0	61.0
5	106500001.0	1.0	21.0	52.0
5	107000001.0	4.0	24.0	70.0
5	107500001.0	7.0	29.0	70.0
5	108000001.0	7.0	25.0	66.0
5	108500001.0	8.0	18.0	67.0
5	109000001.0	7.0	21.0	81.0
5	109500001.0	4.0	23.0	81.0
5	110000001.0	7.0	30.0	68.0
5	110500001.0	5.0	29.0	67.0
5	111000001.0	1.0	20.0	66.0
5	111500001.0	3.0	12.0	71.0
5	112000001.0	4.0	15.0	73.0
5	112500001.0	4.0	20.0	60.0
5	113000001.0	4.0	19.0	56.0
5	113500001.0	2.0	17.0	70.0
5	114000001.0	4.0	17.0	73.0
5	114500001.0	5.0	28.0	74.0
5	115000001.0	4.0	26.0	74.0
5	115500001.0	7.0	19.0	67.0
5	116000001.0	4.0	16.0	68.0
5	116500001.0	5.0	15.0	65.0
5	117000001.0	5.0	25.0	69.0
5	117500001.0	2.0	28.0	74.0
5	118000001.0	11.0	31.0	72.0
5	118500001.0	12.0	30.0	76.0
5	119000001.0	5.0	30.0	76.0
5	119500001.0	4.0	36.0	68.0
5	120000001.0	3.0	32.0	68.0
5	120500001.0	3.0	31.0	74.0
5	121000001.0	5.0	28.0	72.0
5	121500001.0	7.0	16.0	74.0
5	122000001.0	4.0	12.0	64.0
5	122500001.0	3.0	20.0	57.0
5	123000001.0	6.0	30.0	58.0
5	123500001.0	8.0	27.0	53.0
5	124000001.0	8.0	15.0	48.0
5	124500001.0	9.0	26.0	54.0
5	125000001.0	6.0	35.0	72.0
5	125500001.0	5.0	27.0	74.0
5	126000001.0	10.0	24.0	59.0
5	126500001.0	7.0	21.0	59.0
5	127000001.0	14.0	25.0	66.0
5	127500001.0	14.0	31.0	66.0
5	128000001.0	4.0	27.0	63.0
5	128500001.0	4.0	21.0	60.0
5	129000001.0	6.0	19.0	66.0
5	129500001.0	14.0	28.0	70.0
5	130000001.0	14.0	24.0	66.0
5	130500001.0	6.0	17.0	64.0
5	131000001.0	5.0	25.0	62.0
5	131500001.0	6.0	26.0	58.0
5	132000001.0	4.0	27.0	66.0
5	132500001.0	11.0	29.0	70.0
5	133000001.0	12.0	28.0	67.0
5	133500001.0	9.0	30.0	67.0
5	134000001.0	13.0	28.0	60.0
5	134500001.0	11.0	18.0	59.0
5	135000001.0	6.0	19.0	65.0
5	135500001.0	6.0	22.0	71.0
5	136000001.0	7.0	20.0	77.0
5	136500001.0	6.0	23.0	72.0
5	137000001.0	7.0	27.0	73.0
5	137500001.0	5.0	26.0	76.0
5	138000001.0	6.0	25.0	71.0
5	138500001.0	8.0	21.0	64.0
5	139000001.0	9.0	20.0	65.0
5	139500001.0	11.0	28.0	68.0
5	140000001.0	14.0	29.0	67.0
5	140500001.0	15.0	28.0	67.0
5	141000001.0	10.0	31.0	65.0
5	141500001.0	11.0	30.0	68.0
5	142000001.0	13.0	29.0	69.0
5	142500001.0	11.0	37.0	72.0
5	143000001.0	13.0	32.0	72.0
5	143500001.0	11.0	29.0	69.0
5	144000001.0	8.0	34.0	66.0
5	144500001.0	12.0	30.0	64.0
5	145000001.0	10.0	25.0	66.0
5	145500001.0	11.0	17.0	67.0
5	146000001.0	15.0	25.0	65.0
5	146500001.0	11.0	32.0	66.0
5	147000001.0	10.0	31.0	69.0
5	147500001.0	14.0	25.0	69.0
5	148000001.0	16.0	23.0	70.0
5	148500001.0	17.0	35.0	71.0
5	149000001.0	12.0	37.0	70.0
5	149500001.0	5.0	35.0	67.0
5	150000001.0	14.0	35.0	57.0
5	150500001.0	20.0	33.0	55.0
5	151000001.0	18.0	27.0	57.0
5	151500001.0	14.0	27.0	60.0
5	152000001.0	8.0	34.0	73.0
5	152500001.0	4.0	32.0	77.0
5	153000001.0	2.0	27.0	75.0
5	153500001.0	7.0	25.0	76.0
5	154000001.0	8.0	21.0	71.0
5	154500001.0	7.0	21.0	61.0
5	155000001.0	14.0	28.0	66.0
5	155500001.0	16.0	36.0	69.0
5	156000001.0	16.0	30.0	67.0
5	156500001.0	17.0	18.0	69.0
5	157000001.0	13.0	22.0	69.0
5	157500001.0	11.0	22.0	65.0
5	158000001.0	11.0	29.0	62.0
5	158500001.0	13.0	34.0	54.0
5	159000001.0	15.0	25.0	53.0
5	159500001.0	13.0	30.0	63.0
5	160000001.0	15.0	36.0	66.0
5	160500001.0	17.0	38.0	65.0
5	161000001.0	17.0	33.0	64.0
5	161500001.0	15.0	31.0	74.0
5	162000001.0	18.0	36.0	71.0
5	162500001.0	24.0	33.0	54.0
5	163000001.0	23.0	31.0	65.0
5	163500001.0	19.0	39.0	75.0
5	164000001.0	14.0	42.0	68.0
5	164500001.0	16.0	34.0	65.0
5	165000001.0	18.0	25.0	69.0
5	165500001.0	13.0	30.0	69.0
5	166000001.0	10.0	37.0	70.0
5	166500001.0	24.0	31.0	71.0
5	167000001.0	30.0	29.0	68.0
5	167500001.0	24.0	31.0	70.0
5	168000001.0	19.0	35.0	71.0
5	168500001.0	14.0	28.0	67.0
5	169000001.0	10.0	20.0	73.0
5	169500001.0	8.0	20.0	74.0
5	170000001.0	17.0	27.0	65.0
5	170500001.0	23.0	29.0	65.0
5	171000001.0	20.0	23.0	67.0
5	171500001.0	19.0	24.0	69.0
5	172000001.0	21.0	27.0	68.0
5	172500001.0	20.0	27.0	70.0
5	173000001.0	19.0	26.0	71.0
5	173500001.0	14.0	25.0	72.0
5	174000001.0	18.0	25.0	67.0
5	174500001.0	28.0	28.0	62.0
5	175000001.0	29.0	37.0	64.0
5	175500001.0	24.0	40.0	66.0
5	176000001.0	22.0	35.0	65.0
5	176500001.0	21.0	30.0	65.0
5	177000001.0	20.0	26.0	64.0
5	177500001.0	22.0	30.0	62.0
5	178000001.0	29.0	42.0	60.0
5	178500001.0	29.0	37.0	60.0
5	179000001.0	26.0	30.0	68.0
5	179500001.0	37.0	38.0	64.0
5	180000001.0	37.0	36.0	54.0
5	180500001.0	25.0	30.0	65.0
5	181000001.0	18.0	33.0	67.0
5	181500001.0	24.0	29.0	60.0
5	182000001.0	30.0	25.0	67.0
5	182500001.0	28.0	26.0	63.0
5	183000001.0	32.0	35.0	65.0
5	183500001.0	24.0	35.0	76.0
5	184000001.0	24.0	27.0	75.0
5	184500001.0	27.0	30.0	63.0
5	185000001.0	22.0	30.0	60.0
5	185500001.0	28.0	31.0	68.0
5	186000001.0	26.0	36.0	72.0
5	186500001.0	24.0	31.0	70.0
5	187000001.0	25.0	22.0	73.0
5	187500001.0	23.0	26.0	78.0
5	188000001.0	27.0	29.0	68.0
5	188500001.0	30.0	31.0	57.0
5	189000001.0	23.0	36.0	62.0
5	189500001.0	15.0	35.0	64.0
5	190000001.0	23.0	26.0	60.0
5	190500001.0	22.0	26.0	61.0
5	191000001.0	14.0	32.0	63.0
5	191500001.0	21.0	29.0	66.0
5	192000001.0	27.0	24.0	69.0
5	192500001.0	24.0	30.0	75.0
5	193000001.0	26.0	32.0	70.0
5	193500001.0	44.0	32.0	55.0
5	194000001.0	37.0	33.0	54.0
5	194500001.0	16.0	34.0	62.0
5	195000001.0	18.0	41.0	64.0
5	195500001.0	29.0	40.0	62.0
5	196000001.0	31.0	29.0	54.0
5	196500001.0	24.0	31.0	59.0
5	197000001.0	25.0	39.0	73.0
5	197500001.0	32.0	41.0	68.0
5	198000001.0	21.0	31.0	67.0
5	198500001.0	24.0	28.0	65.0
5	199000001.0	34.0	34.0	60.0
5	199500001.0	27.0	40.0	62.0
5	200000001.0	18.0	29.0	67.0
5	200500001.0	16.0	24.0	76.0
5	201000001.0	24.0	32.0	66.0
5	201500001.0	25.0	29.0	56.0
5	202000001.0	16.0	31.0	66.0
5	202500001.0	17.0	31.0	68.0
5	203000001.0	27.0	35.0	57.0
5	203500001.0	20.0	33.0	54.0
5	204000001.0	22.0	29.0	62.0
5	204500001.0	28.0	35.0	64.0
5	205000001.0	27.0	35.0	59.0
5	205500001.0	36.0	34.0	55.0
5	206000001.0	40.0	33.0	59.0
5	206500001.0	33.0	25.0	69.0
